"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-15298","PROOF_CUSTODY","WANT_LATER_OR_PARK","# PowerShell Code Gate Runner Report V1.3","83","83","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-20650","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Child target status","83","83","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-18782","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Final verdict","83","83","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-31633","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Run verdict","83","83","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-12002","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Syntax verdict","83","83","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-18724","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Warnings","82","82","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-27965","PROOF_CUSTODY","WANT_LATER_OR_PARK","It blocks Git-write, delete, move/rename, and direct network scripts unless explicit allow switches are used.","81","81","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-19479","PROOF_CUSTODY","WANT_LATER_OR_PARK","It did not stage, commit, push, delete, or move root files by itself.","81","81","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-36932","PROOF_CUSTODY","WANT_LATER_OR_PARK","## Target output","78","78","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
"CONCEPT-08127","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","### Local file write command","78","78","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260528_194415_LOCK_SAVE_HOUSE_KEYRING_GRAPH_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260528_202405_LOCK_SAVE_SOURCE_WASH_FIT_DECISION_V1.1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260528_202549_LOCK_SAVE_SOURCE_WASH_FIT_DECISION_V1.2.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260528_204626_LOCK_SAVE_CHUCK_NORRIS_PRESSURE_TEST_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260528_204823_REPAIR_LOCK_SAVE_CHUCK_NORRIS_PRESSURE_TEST_V1.1.ps1.md"
"CONCEPT-12929","PROOF_CUSTODY","WANT_LATER_OR_PARK","### Local file write command","76","76","_MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193549_POWERSHELL_CODE_GATE_TEST_LADDER_V1.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_193946_SAVE_POWERSHELL_CODE_GATE_RULE_V1.0.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195059_RUN_LOCAL_CODE_WORKBENCH_GATE_REVIEW_V0.2.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195640_CHECK_LOCAL_CODE_WORKBENCH_FLOW_LAYER_V0.1.ps1.md; _MISC_DRAWER/EVIDENCE_FREEZE/CODE_GATE_AUDIT_COUNT_CROSSCHECK_20260528_005042/reports/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_195738_REPAIR_LOCAL_CODE_WORKBENCH_CONTEXT_TOOL_V0.1.ps1.md"
